,Area,Bedroom,Floor,WC,Price,Date,District,City,Latitude,Longitude
7140,400.0,-1,5,-1,40.0,2023-02-07 9:51:24,Quận 2,TP Hồ Chí Minh,106.705717,10.741676
7141,51.0,3,2,2,0.0,2023-06-10 14:26:17,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7142,75.0,4,3,4,6.85,2022-11-03 12:38:47,Hải Châu,Đà Nẵng,108.1888335,16.0213129
7143,140.0,5,-1,5,16.5,2023-02-01 8:26:22,Phan Thiết,Bình Thuận,107.992802,10.7768607
7144,90.0,2,-1,2,1.4,2023-05-13 20:31:19,Phụng Hiệp,Hậu Giang,105.7528738,9.800085
7145,77.0,4,3,3,9.99,2023-05-05 22:54:38,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7146,24.0,3,2,2,0.0,2023-06-10 14:26:17,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7147,51.0,-1,-1,-1,3.15,2023-04-27 5:24:12,Quận 3,TP Hồ Chí Minh,106.660335,10.771637
7148,13.0,1,-1,1,6.8,2023-05-04 10:23:21,Phú Nhuận,TP Hồ Chí Minh,106.6817363,10.7920119
7149,64.0,-1,3,-1,4.0,2023-05-29 16:40:39,Thanh Khê,Đà Nẵng,108.1665222,16.0263747
7150,40.0,5,-1,4,8.0,2023-04-15 11:16:07,Phú Nhuận,TP Hồ Chí Minh,106.6817363,10.7920119
7151,46.0,3,2,2,5.5,2023-06-03 9:43:37,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7152,120.0,5,2,5,18.8,2022-11-02 8:29:06,Quận 2,TP Hồ Chí Minh,106.705717,10.741676
7153,51.0,-1,-1,-1,1.89,2023-05-17 13:05:30,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
7154,63.0,-1,2,-1,5.8,2023-05-11 21:11:02,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
7155,81.0,3,5,3,4.85,2023-03-28 9:11:42,Huế,Thừa Thiên Huế,107.4678438,16.322695
7156,65.0,-1,3,-1,3.98,2023-05-29 16:40:39,Thanh Khê,Đà Nẵng,108.1665222,16.0263747
7157,100.0,3,2,3,3.39,2023-05-12 18:13:23,Huế,Thừa Thiên Huế,107.4678438,16.322695
7158,475.0,-1,4,5,45.0,2023-02-26 23:12:38,Quận 2,TP Hồ Chí Minh,106.705717,10.741676
7159,105.0,-1,-1,-1,4.75,2023-03-13 14:15:49,Hoàng Mai,Hà Nội,105.849591,20.983773
7160,10.0,3,5,4,7.1,2023-01-05 13:39:48,Tây Hồ,Hà Nội,105.8218467,21.0641965
7161,45.0,-1,-1,-1,5.4,2023-04-25 8:54:50,Thanh Trì,Hà Nội,105.892628,20.983208
7162,90.0,-1,3,-1,12.0,2023-05-12 16:46:34,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7163,100.0,-1,3,3,16.0,2023-02-23 19:27:52,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7164,25.0,2,2,3,4.1,2023-05-20 13:51:55,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7165,80.0,-1,-1,-1,0.0,2023-06-10 14:26:17,Hương Thủy,Thừa Thiên Huế,106.676903,20.789178
7166,2.0,-1,3,-1,12.0,2023-05-12 16:46:34,Thanh Khê,Đà Nẵng,108.1665222,16.0263747
7167,67.0,3,-1,2,2.6,2023-05-21 17:31:55,Biên Hòa,Đồng Nai,107.3210131,11.54331
7168,60.0,2,1,2,5.0,2023-05-19 7:48:17,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
7169,60.0,6,3,7,5.5,2023-06-03 9:43:37,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
7170,3.0,5,4,6,7.7,2023-03-25 11:25:01,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7171,3.0,4,4,4,7.7,2023-03-25 11:25:01,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7172,3.0,4,3,4,7.7,2023-03-25 11:25:01,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7173,2.0,-1,-1,-1,2.05,2023-03-09 17:04:08,Biên Hòa,Đồng Nai,107.3210131,11.54331
7174,32.0,3,5,4,4.25,2023-04-15 11:03:26,Cầu Giấy,Hà Nội,105.8028938,21.0288366
7175,-1.0,-1,-1,-1,0.0,2023-06-10 14:26:17,Hoàng Mai,Hà Nội,105.849591,20.983773
7176,95.0,-1,3,-1,3.2,2023-05-16 23:56:24,Thanh Khê,Đà Nẵng,108.1665222,16.0263747
7177,99.0,5,-1,2,4.2,2023-05-13 16:21:20,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
7178,53.0,3,2,2,4.5,2023-05-26 21:22:25,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
7179,7.0,3,2,4,4.6,2023-05-30 8:51:51,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
7180,33.0,3,5,4,4.4,2023-05-19 11:55:51,Tây Hồ,Hà Nội,105.8218467,21.0641965
7181,29.0,3,3,4,4.75,2023-03-13 14:15:49,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7182,30.8,2,-1,2,1.63,2023-05-27 16:47:41,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7183,33.0,2,-1,2,1.69,2023-06-02 8:22:33,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7184,33.0,2,-1,2,1.69,2023-06-02 8:22:33,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7185,8.5,3,2,3,3.39,2023-05-12 18:13:23,Huế,Thừa Thiên Huế,107.4678438,16.322695
7186,61.0,-1,3,3,6.0,2023-05-20 13:31:14,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
7187,36.75,2,-1,2,0.0,2023-06-10 14:26:17,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7188,75.0,-1,-1,-1,3.79,2023-05-29 13:16:45,Biên Hòa,Đồng Nai,107.3210131,11.54331
7189,60.0,3,3,-1,3.7,2023-05-02 8:27:09,Thanh Trì,Hà Nội,105.892628,20.983208
7190,5.0,-1,-1,4,5.7,2023-04-15 6:26:35,Biên Hòa,Đồng Nai,107.3210131,11.54331
7191,100.0,-1,3,-1,5.6,2023-05-21 20:17:42,Thanh Khê,Đà Nẵng,108.1665222,16.0263747
7192,95.0,-1,3,-1,3.2,2023-05-16 23:56:24,Thanh Khê,Đà Nẵng,108.1665222,16.0263747
7193,76.0,-1,-1,-1,14.5,2023-03-08 16:19:34,Hoàng Mai,Hà Nội,105.849591,20.983773
7194,4.0,8,5,-1,6.5,2023-05-07 8:02:45,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
7195,100.0,-1,3,3,3.3,2023-05-09 15:32:58,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7196,17.0,-1,4,-1,5.5,2023-06-03 9:43:37,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
7197,6.0,-1,1,-1,4.3,2023-05-12 16:53:40,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7198,6.0,-1,1,-1,4.3,2023-05-12 16:53:40,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7199,52.0,-1,-1,2,3.5,2023-05-29 13:05:30,Hai Bà Trưng,Hà Nội,105.855885,21.0115747
7200,70.0,3,-1,3,6.0,2023-05-20 13:31:14,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
7201,120.0,14,7,-1,12.0,2023-05-12 16:46:34,Ngũ Hành Sơn,Đà Nẵng,108.2542095,15.9978454
7202,189.0,4,4,5,5.3,2023-04-27 16:16:19,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7203,2.0,-1,3,-1,4.15,2023-05-01 9:33:43,Thanh Khê,Đà Nẵng,108.1665222,16.0263747
7204,120.0,-1,7,-1,12.0,2023-05-12 16:46:34,Ngũ Hành Sơn,Đà Nẵng,108.2542095,15.9978454
7205,76.0,3,1,2,3.79,2023-05-29 13:16:45,Biên Hòa,Đồng Nai,107.3210131,11.54331
7206,7.0,4,1,4,8.8,2023-04-07 19:21:32,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
7207,36.0,4,4,3,3.88,2023-05-31 10:56:10,Cầu Giấy,Hà Nội,105.8028938,21.0288366
7208,33.0,-1,5,1,2.85,2023-04-30 19:27:08,Thanh Trì,Hà Nội,105.892628,20.983208
7209,72.0,4,1,3,4.4,2023-05-19 11:55:51,Đà Lạt,Lâm Đồng,108.31478,11.807654
7210,79.0,7,4,8,22.5,2022-12-02 9:34:06,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7211,100.0,2,-1,2,7.0,2023-05-03 15:00:59,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7212,94.0,18,6,19,28.5,2022-11-12 9:47:11,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7213,70.0,-1,-1,-1,4.6,2023-05-30 8:51:51,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7214,60.0,-1,-1,2,0.365,2023-06-02 8:51:20,Hóc Môn,TP Hồ Chí Minh,106.594891,10.888477
7215,29.0,3,3,3,5.15,2023-02-09 13:40:17,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7216,45.0,2,1,2,3.8,2023-05-19 8:58:10,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7217,66.0,2,2,2,5.1,2023-05-15 14:27:13,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7218,7.0,-1,1,-1,8.8,2023-04-07 19:21:32,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
7219,-1.0,-1,-1,-1,0.0,2023-06-10 14:26:17,Hoàng Mai,Hà Nội,105.849591,20.983773
7220,43.0,-1,-1,-1,4.98,2023-05-28 13:41:56,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7221,106.0,2,-1,2,3.4,2023-05-08 22:40:56,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
7222,43.0,-1,-1,2,0.365,2023-06-02 8:51:20,Hóc Môn,TP Hồ Chí Minh,106.594891,10.888477
7223,42.0,6,5,-1,5.32,2023-05-02 13:36:33,Đống Đa,Hà Nội,105.823545,21.023833
7224,48.0,4,2,3,2.15,2023-04-13 1:23:34,Quận 8,TP Hồ Chí Minh,106.5978388,10.6923593
7225,108.0,5,3,5,10.5,2023-04-20 11:00:18,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7226,60.0,4,2,3,2.55,2023-05-18 15:14:18,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7227,33.0,2,-1,2,1.65,2023-05-22 16:01:26,Quận 8,TP Hồ Chí Minh,106.5978388,10.6923593
7228,106.0,3,1,2,8.5,2023-04-25 23:14:11,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
7229,38.5,2,-1,2,1.71,2023-05-24 14:23:10,Quận 7,TP Hồ Chí Minh,106.677805,10.705888
7230,60.0,7,4,7,10.5,2023-04-20 11:00:18,Quận 5,TP Hồ Chí Minh,106.6505485,10.7461928
7231,35.0,3,-1,-1,4.55,2023-05-08 21:09:49,Hoàng Mai,Hà Nội,105.849591,20.983773
7232,80.0,-1,5,-1,10.5,2023-04-20 11:00:18,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
7233,60.0,5,6,6,9.9,2023-02-25 13:58:19,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7234,72.0,3,1,3,5.4,2023-04-25 8:54:50,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7235,100.0,-1,3,-1,56.0,2022-10-28 17:15:38,Thanh Khê,Đà Nẵng,108.1665222,16.0263747
7236,42.0,2,1,2,1.85,2023-05-17 13:05:30,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7237,72.0,-1,5,5,9.85,2022-12-01 11:08:55,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7238,60.0,3,1,2,2.35,2023-04-13 18:22:34,Biên Hòa,Đồng Nai,107.3210131,11.54331
7239,100.0,-1,4,-1,12.7,2022-09-07 5:07:39,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
7240,83.0,3,-1,2,1.6,2023-05-02 20:34:00,Vĩnh Cửu,Đồng Nai,107.3210131,11.54331
7241,60.0,4,3,6,9.5,2023-03-31 21:20:03,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7242,6.0,4,3,6,8.99,2023-04-25 9:43:36,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7243,1008.0,3,2,2,4.1,2023-05-20 13:51:55,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
7244,73.0,-1,3,-1,7.8,2023-03-14 21:25:39,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
7245,60.0,-1,-1,-1,3.6,2023-05-21 16:39:53,Hoàng Mai,Hà Nội,105.849591,20.983773
7246,30.0,2,2,2,2.9,2023-05-08 10:39:33,Quận 6,TP Hồ Chí Minh,106.610143,10.733814
7247,84.0,-1,4,6,14.0,2023-04-26 17:39:32,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7248,5.0,3,2,4,6.4,2023-05-04 7:57:53,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7249,2.0,4,2,5,8.0,2023-04-15 11:16:07,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7250,7.0,5,5,6,7.4,2023-03-12 18:29:32,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7251,83.0,3,-1,2,16.0,2022-12-01 10:04:50,Vĩnh Cửu,Đồng Nai,107.3210131,11.54331
7252,40.0,2,1,2,2.4,2023-05-01 9:38:08,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7253,90.0,2,1,2,1.4,2023-05-13 20:31:19,Phụng Hiệp,Hậu Giang,105.7528738,9.800085
7254,26.0,2,1,2,1.9,2023-04-13 15:37:28,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7255,30.0,2,1,2,2.5,2023-05-30 15:22:15,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7256,52.0,4,5,5,6.66,2023-04-17 22:37:16,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7257,60.0,3,1,2,4.4,2023-05-19 11:55:51,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7258,56.0,-1,3,-1,7.05,2022-11-10 15:59:54,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7259,56.0,-1,3,-1,7.05,2022-11-10 15:59:54,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7260,39.0,2,-1,2,1.8,2023-05-08 19:35:37,Quận 7,TP Hồ Chí Minh,106.677805,10.705888
7261,40.0,4,-1,4,5.4,2023-04-25 8:54:50,Ba Đình,Hà Nội,105.760936,20.946341
7262,65.0,4,5,5,10.1,2022-10-31 13:14:52,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7263,100.0,4,5,5,10.9,2022-11-07 10:15:05,Thanh Khê,Đà Nẵng,108.1665222,16.0263747
7264,24.0,3,-1,3,1.9,2023-04-13 15:37:28,Đống Đa,Hà Nội,105.823545,21.023833
7265,24.0,3,-1,3,1.9,2023-04-13 15:37:28,Đống Đa,Hà Nội,105.823545,21.023833
7266,54.0,3,3,3,2.75,2023-03-27 19:16:59,Huế,Thừa Thiên Huế,107.4678438,16.322695
7267,68.0,4,3,4,0.1972,2023-05-05 8:23:37,Yên Bái,Yên Bái,104.869889,21.694146
7268,33.0,2,2,2,5.4,2023-04-25 8:54:50,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
7269,40.0,-1,5,4,3.0,2023-05-27 10:37:42,Tây Hồ,Hà Nội,105.8218467,21.0641965
7270,3.0,6,1,2,0.0,2023-06-10 14:26:17,Quận 3,TP Hồ Chí Minh,106.660335,10.771637
7271,84.0,3,-1,2,4.2,2023-05-13 16:21:20,Dĩ An,Bình Dương,109.0396699,14.2572357
7272,35.0,2,-1,2,1.73,2023-05-24 14:23:10,Quận 4,TP Hồ Chí Minh,106.691167,10.748511
7273,85.0,-1,2,-1,4.5,2023-05-26 21:22:25,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
7274,20.0,-1,-1,1,0.43,2023-05-23 8:56:57,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
7275,48.0,1,-1,1,0.0,2023-06-10 14:26:17,Đống Đa,Hà Nội,105.823545,21.023833
7276,38.0,3,4,4,5.65,2023-02-19 11:43:59,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
7277,60.0,4,-1,-1,4.95,2023-05-16 17:49:25,Hoàng Mai,Hà Nội,105.849591,20.983773
7278,90.0,-1,3,-1,3.25,2023-04-26 22:38:13,Thanh Khê,Đà Nẵng,108.1665222,16.0263747
7279,92.0,-1,-1,-1,10.5,2023-04-20 11:00:18,Hai Bà Trưng,Hà Nội,105.855885,21.0115747
7280,17.0,2,3,3,3.0,2023-05-27 10:37:42,Quận 1,TP Hồ Chí Minh,106.672782,10.753522
7281,16.0,2,3,2,2.3,2023-05-01 14:24:54,Quận 6,TP Hồ Chí Minh,106.610143,10.733814
7282,110.0,2,1,2,4.4,2023-05-19 11:55:51,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7283,110.0,2,1,2,4.4,2023-05-19 11:55:51,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7284,60.0,-1,5,-1,11.0,2023-04-20 10:57:08,Quận 3,TP Hồ Chí Minh,106.660335,10.771637
7285,175.0,5,-1,4,8.6,2023-02-02 12:24:39,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
7286,45.0,-1,-1,3,2.6,2023-05-21 17:31:55,Hai Bà Trưng,Hà Nội,105.855885,21.0115747
7287,50.0,-1,4,-1,3.45,2023-04-28 9:53:45,Thanh Trì,Hà Nội,105.892628,20.983208
7288,160.0,3,2,2,4.2,2023-05-13 16:21:20,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7289,65.0,-1,3,-1,3.5,2023-05-29 13:05:30,Liên Chiểu,Đà Nẵng,108.086564,16.0329728
7290,44.0,2,-1,2,9.0,2023-04-24 16:39:26,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
7291,67.5,-1,-1,-1,9.5,2023-03-31 21:20:03,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
7292,4.0,3,2,2,19.0,2023-03-29 18:16:54,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7293,47.0,4,2,4,5.95,2023-05-02 16:40:18,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7294,55.0,5,3,6,7.93,2023-03-01 13:48:11,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7295,98.0,-1,-1,-1,6.9,2023-04-21 10:59:30,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
7296,100.0,-1,3,-1,7.0,2023-05-03 15:00:59,Cẩm Lệ,Đà Nẵng,108.1572752,15.9716436
7297,76.0,4,-1,5,11.8,2022-11-30 13:45:52,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
7298,442.0,2,-1,2,4.89,2023-05-10 11:04:13,Đất Đỏ,Bà Rịa Vũng Tàu,107.2675215,10.4893587
7299,226.0,2,-1,2,2.94,2023-05-17 16:48:06,Đất Đỏ,Bà Rịa Vũng Tàu,107.2675215,10.4893587
7300,44.8,2,1,2,2.43,2023-05-30 15:20:51,Quận 7,TP Hồ Chí Minh,106.677805,10.705888
7301,71.0,5,3,5,11.8,2022-11-30 13:45:52,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
7302,35.0,3,5,-1,4.39,2023-05-27 17:01:03,Thanh Xuân,Hà Nội,105.79994,20.989273
7303,80.0,-1,5,-1,10.7,2022-11-04 9:12:08,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
7304,118.0,-1,8,-1,42.0,2022-11-02 23:52:57,Cầu Giấy,Hà Nội,105.8028938,21.0288366
7305,52.0,4,4,5,6.7,2023-04-17 22:35:56,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7306,34.0,-1,5,-1,3.2,2023-05-16 23:56:24,Thanh Trì,Hà Nội,105.892628,20.983208
7307,40.0,2,-1,2,3.65,2023-03-19 10:45:17,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
7308,115.0,-1,7,-1,45.0,2023-02-26 23:12:38,Cầu Giấy,Hà Nội,105.8028938,21.0288366
7309,90.0,-1,3,-1,3.25,2023-04-26 22:38:13,Thanh Khê,Đà Nẵng,108.1665222,16.0263747
7310,50.0,3,4,2,6.0,2023-05-20 13:31:14,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
7311,5.0,-1,-1,-1,12.8,2022-11-03 16:07:14,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
7312,165.0,-1,9,-1,51.0,2022-11-30 10:48:54,Cầu Giấy,Hà Nội,105.8028938,21.0288366
7313,120.0,5,3,5,9.1,2022-10-28 11:45:09,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7314,66.0,2,-1,1,4.4,2023-05-19 11:55:51,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
7315,48.0,4,2,3,2.15,2023-04-13 1:23:34,Quận 8,TP Hồ Chí Minh,106.5978388,10.6923593
7316,48.0,4,2,3,2.15,2023-04-13 1:23:34,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7317,52.0,4,2,4,6.7,2023-04-17 22:35:56,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7318,60.0,4,2,3,2.65,2023-04-11 15:54:23,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7319,43.0,-1,-1,2,0.35,2023-06-02 8:51:20,Hóc Môn,TP Hồ Chí Minh,106.594891,10.888477
7320,60.0,4,2,3,2.55,2023-05-18 15:14:18,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7321,40.0,2,1,2,0.01,2023-06-10 14:26:17,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7322,75.0,3,-1,2,7.9,2023-02-18 10:30:51,Phú Nhuận,TP Hồ Chí Minh,106.6817363,10.7920119
7323,80.0,-1,3,-1,4.19,2023-05-15 16:46:55,Hương Thủy,Thừa Thiên Huế,106.676903,20.789178
7324,95.0,5,2,4,5.7,2023-04-15 6:26:35,Biên Hòa,Đồng Nai,107.3210131,11.54331
7325,45.0,2,2,2,3.35,2023-03-15 11:55:06,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
7326,44.0,4,4,3,7.1,2023-01-05 13:39:48,Tây Hồ,Hà Nội,105.8218467,21.0641965
7327,120.0,-1,-1,-1,0.0,2023-06-10 14:26:17,Đồng Hới,Quảng Bình,106.4923416,17.365662
7328,84.0,4,-1,4,2.18,2023-05-07 17:11:45,Yên Bái,Yên Bái,104.869889,21.694146
7329,35.0,4,6,4,4.5,2023-05-26 21:22:25,Cầu Giấy,Hà Nội,105.8028938,21.0288366
7330,113.0,-1,1,2,7.0,2023-05-03 15:00:59,Long Khánh,Đồng Nai,107.3210131,11.54331
7331,40.0,-1,4,-1,3.2,2023-05-16 23:56:24,Hoàng Mai,Hà Nội,105.849591,20.983773
7332,30.0,2,1,2,1.6,2023-05-02 20:34:00,Quận 8,TP Hồ Chí Minh,106.5978388,10.6923593
7333,48.0,4,4,4,6.2,2023-04-14 13:30:08,Thanh Xuân,Hà Nội,105.79994,20.989273
7334,92.0,2,-1,-1,2.1,2023-05-06 11:27:03,Biên Hòa,Đồng Nai,107.3210131,11.54331
7335,41.8,-1,-1,-1,0.0,2023-06-10 14:26:17,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7336,30.0,2,3,2,4.05,2022-12-07 12:05:27,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
7337,38.5,2,-1,2,1.3,2023-05-12 14:44:39,Quận 4,TP Hồ Chí Minh,106.691167,10.748511
7338,45.0,3,2,3,0.0,2023-06-10 14:26:17,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7339,108.0,5,4,6,14.7,2022-11-03 9:26:21,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
7340,45.0,3,2,3,0.0,2023-06-10 14:26:17,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
7341,82.0,4,2,5,8.5,2023-04-25 23:14:11,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
7342,60.0,4,2,3,2.55,2023-05-18 15:14:18,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7343,38.0,2,1,2,0.0,2023-06-10 14:26:17,Quận 7,TP Hồ Chí Minh,106.677805,10.705888
7344,42.0,2,1,2,0.0,2023-06-10 14:26:17,Quận 7,TP Hồ Chí Minh,106.677805,10.705888
7345,38.0,4,-1,4,4.65,2023-04-20 23:44:43,Cầu Giấy,Hà Nội,105.8028938,21.0288366
7346,60.0,4,2,3,2.65,2023-04-11 15:54:23,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7347,38.5,2,1,2,0.0,2023-06-10 14:26:17,Quận 7,TP Hồ Chí Minh,106.677805,10.705888
7348,48.0,4,2,3,2.15,2023-04-13 1:23:34,Quận 8,TP Hồ Chí Minh,106.5978388,10.6923593
7349,45.6,2,1,2,0.0,2023-06-10 14:26:17,Quận 7,TP Hồ Chí Minh,106.677805,10.705888
7350,38.5,2,1,2,0.0,2023-06-10 14:26:17,Quận 7,TP Hồ Chí Minh,106.677805,10.705888
7351,38.5,2,1,2,0.0,2023-06-10 14:26:17,Quận 7,TP Hồ Chí Minh,106.677805,10.705888
7352,35.0,3,5,4,4.45,2022-12-29 10:12:53,Cầu Giấy,Hà Nội,105.8028938,21.0288366
7353,65.0,5,3,-1,5.5,2023-06-03 9:43:37,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7354,40.0,2,1,2,0.0,2023-06-10 14:26:17,Quận 7,TP Hồ Chí Minh,106.677805,10.705888
7355,20.0,-1,1,2,0.0,2023-06-10 14:26:17,Quận 8,TP Hồ Chí Minh,106.5978388,10.6923593
7356,33.0,2,1,2,1.65,2023-05-22 16:01:26,Quận 8,TP Hồ Chí Minh,106.5978388,10.6923593
7357,52.0,4,-1,-1,6.45,2022-12-19 9:16:13,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7358,120.0,-1,-1,-1,10.0,2023-05-05 22:54:38,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
7359,200.0,3,2,3,0.0,2023-06-10 14:26:17,Cần Giuộc,Long An,106.6193092,10.5520107
7360,353.0,-1,5,-1,6.2,2023-04-14 13:30:08,Thanh Hóa,Thanh Hóa,105.1005573,20.3850742
7361,5.0,3,-1,3,6.4,2023-05-04 7:57:53,Phú Nhuận,TP Hồ Chí Minh,106.6817363,10.7920119
7362,220.0,5,5,6,4.0,2023-05-29 16:40:39,Đức Hòa,Long An,106.4574174,10.823593
7363,62.0,3,-1,2,7.4,2023-03-12 18:29:32,Quận 5,TP Hồ Chí Minh,106.6505485,10.7461928
7364,38.0,2,1,2,7.7,2023-03-25 11:25:01,Quận 5,TP Hồ Chí Minh,106.6505485,10.7461928
7365,250.0,4,3,-1,22.0,2023-03-13 17:50:03,Cẩm Lệ,Đà Nẵng,108.1572752,15.9716436
7366,40.0,4,-1,-1,4.1,2023-05-20 13:51:55,Thanh Trì,Hà Nội,105.892628,20.983208
7367,100.0,-1,3,-1,5.7,2023-04-15 6:26:35,Liên Chiểu,Đà Nẵng,108.086564,16.0329728
7368,250.0,-1,3,-1,22.0,2023-03-13 17:50:03,Cẩm Lệ,Đà Nẵng,108.1572752,15.9716436
7369,90.0,2,-1,2,3.1,2023-04-12 16:31:26,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
